SibatSiyum,Min_m,dat_m,Gil_M,MatzavMishp_m,ShnatAliya_m,Shana,Machoz_m,Nafa_m
6,2,20,20,10,1900,2018,4,43
6,2,20,43,20,1900,2018,4,43
6,2,20,31,20,1900,2018,4,43
6,1,10,34,20,1995,2018,4,43
6,1,10,50,30,1991,2018,4,43
6,1,95,57,20,1995,2018,4,43
6,1,20,37,20,1900,2018,4,43
2,1,10,46,30,1900,2018,4,43
5,1,10,25,10,1900,2018,4,43
4,2,20,62,20,1974,2018,4,43
3,1,20,59,20,1900,2018,4,43
6,1,20,30,20,1900,2018,4,43
10,1,20,23,10,1900,2018,4,43
3,2,10,48,20,1999,2018,4,43
3,2,10,50,20,1900,2018,4,43
6,1,10,69,30,1979,2018,4,43
6,2,10,35,10,2015,2018,4,43
7,1,10,87,20,1994,2018,4,43
7,2,10,88,30,1992,2018,4,43
1,1,95,24,10,2017,2018,4,43
6,1,10,36,20,1999,2018,4,43
5,1,10,82,20,1949,2018,4,43
3,1,95,61,40,2006,2018,4,43
3,2,10,46,20,1900,2018,4,43
3,2,10,59,20,1992,2018,4,43
1,1,10,48,20,1900,2018,4,43
4,1,10,50,30,2002,2018,4,43
6,2,95,26,20,1996,2018,4,43
10,1,10,33,10,1900,2018,4,43
1,1,10,69,20,1951,2018,4,43
6,1,40,21,10,1900,2018,4,43
6,1,10,76,30,1969,2018,4,43
6,2,10,33,10,1900,2018,4,43
1,1,10,35,10,1900,2018,4,43
1,1,95,28,20,2002,2018,4,43
6,1,10,61,10,1900,2018,4,43
6,2,10,53,20,1900,2018,4,43
5,2,10,24,10,1900,2018,4,43
11,2,20,29,20,1900,2018,4,43
3,1,20,29,10,1900,2018,4,43
1,1,10,43,20,1900,2018,4,43
5,2,10,20,10,1900,2018,4,43
2,1,10,47,20,1993,2018,4,43
1,1,10,33,10,1993,2018,4,43
10,2,20,42,20,1900,2018,4,43
6,2,10,37,20,1989,2018,4,43
1,1,10,46,20,1900,2018,4,43
1,1,10,41,20,1900,2018,4,43
11,1,20,54,20,1900,2018,4,43
11,2,20,21,10,1900,2018,4,43
1,2,20,39,20,1900,2018,4,43
6,1,10,28,10,1900,2018,4,44
6,2,10,56,30,1967,2018,4,44
3,2,10,43,20,1900,2018,4,44
3,1,10,28,20,1900,2018,4,44
3,1,10,52,30,1900,2018,4,44
8,1,10,24,10,1900,2018,4,44
6,2,10,28,10,1900,2018,4,44
8,2,10,47,20,1900,2018,4,44
2,1,10,65,10,1900,2018,4,44
3,2,10,21,10,1900,2018,4,44
6,2,10,72,30,1991,2018,4,44
6,2,10,32,20,1900,2018,4,44
6,1,95,33,20,2010,2018,4,44
3,1,10,26,10,1900,2018,4,44
3,1,10,67,20,1900,2018,4,44
5,2,10,80,40,1950,2018,4,44
2,1,10,29,10,1900,2018,4,44
3,1,10,42,20,1900,2018,4,44
3,1,10,56,20,1900,2018,4,44
4,1,10,79,20,1991,2018,4,44
6,1,10,49,10,1900,2018,4,44
11,1,10,29,20,1900,2018,4,44
7,2,95,74,40,1900,2018,4,44
6,1,10,36,10,1900,2018,4,44
6,2,10,26,10,1900,2018,4,44
6,2,10,32,10,1900,2018,4,44
6,2,10,33,20,1900,2018,4,44
11,1,10,46,20,1900,2018,4,44
3,2,10,40,20,1900,2018,4,44
6,1,10,33,10,1900,2018,4,44
6,2,10,23,10,1900,2018,4,44
5,2,10,80,40,1969,2018,4,44
6,2,10,80,40,1951,2018,4,44
3,2,10,50,20,1900,2018,4,44
6,2,10,35,10,1999,2018,4,44
6,2,10,92,20,1964,2018,4,44
6,1,95,58,10,1991,2018,4,44
3,1,10,40,10,1991,2018,4,44
11,2,10,91,40,1996,2018,4,44
3,2,10,23,10,1900,2018,4,44
8,1,10,34,10,1990,2018,4,44
5,1,10,88,20,1965,2018,4,44
5,1,10,65,30,1900,2018,4,44
6,2,95,29,10,2002,2018,4,44
5,1,10,92,20,1948,2018,4,44
5,1,10,74,30,1955,2018,4,44
6,2,10,29,10,1999,2018,4,44
3,2,10,46,20,1999,2018,4,44
6,2,10,25,10,1900,2018,4,44
5,1,95,24,10,2003,2018,4,44
6,2,95,39,20,1900,2018,4,44
1,2,95,95,40,1995,2018,4,44
6,1,95,31,20,2015,2018,4,44
6,2,10,87,40,1949,2018,4,44
3,1,10,67,20,1971,2018,4,44
5,1,10,87,20,1948,2018,4,44
7,1,10,91,40,1945,2018,4,44
6,2,10,29,10,1900,2018,4,44
7,2,10,89,20,1900,2018,4,44
11,2,10,29,10,1900,2018,4,44
8,2,41,41,10,1999,2018,4,44
5,1,10,90,40,1950,2018,4,44
3,1,10,59,20,1971,2018,4,44
3,2,10,81,40,1900,2018,4,44
8,1,10,27,10,1900,2018,4,44
6,1,95,42,20,2000,2018,4,44
7,1,10,72,40,1900,2018,4,44
1,2,10,78,20,1951,2018,4,44
8,2,95,68,20,2016,2018,4,44
5,1,10,29,10,1900,2018,4,44
8,1,10,54,20,2007,2018,4,44
3,1,10,46,10,1900,2018,4,44
3,2,10,21,10,1900,2018,4,44
3,1,10,56,20,1964,2018,4,44
7,2,10,93,40,1950,2018,4,44
5,2,10,73,20,1951,2018,4,44
6,2,10,36,20,1985,2018,4,44
7,1,95,76,20,1999,2018,4,44
1,2,10,31,20,1991,2018,4,44
1,2,95,30,10,1900,2018,4,44
5,1,10,34,10,1900,2018,4,44
3,2,10,33,10,1900,2018,4,44
6,1,10,53,10,1900,2018,4,44
6,2,10,26,10,1900,2018,4,44
5,2,10,21,10,1900,2018,4,44
5,2,10,89,20,1993,2018,4,44
6,2,10,37,20,1900,2018,4,44
3,2,10,32,20,1900,2018,4,44
6,1,10,56,20,1964,2018,4,44
6,1,10,35,30,1900,2018,4,44
8,2,10,64,20,1957,2018,4,44
3,1,10,64,20,1900,2018,4,44
11,2,10,96,20,1900,2018,4,44
6,2,10,43,10,1984,2018,4,44
6,1,10,40,10,1983,2018,4,44
10,2,10,34,20,1900,2018,4,44
6,2,10,40,20,1900,2018,4,44
2,2,10,33,20,1900,2018,4,44
3,2,10,28,10,1900,2018,4,44
3,2,10,47,20,1991,2018,4,44
6,2,10,37,20,1900,2018,4,44
5,2,10,35,10,1997,2018,4,44
3,2,10,31,10,1990,2018,4,44
11,1,10,32,20,1900,2018,4,44
6,1,10,40,20,1900,2018,4,44
6,1,10,62,40,1965,2018,4,44
6,1,10,32,20,1900,2018,4,44
6,2,10,41,30,1900,2018,4,44
6,1,10,66,20,1960,2018,4,44
8,1,10,20,10,2015,2018,4,44
3,1,10,43,10,1991,2018,4,44
6,1,10,55,10,1996,2018,4,44
5,1,10,73,20,1900,2018,4,44
5,1,10,25,10,1900,2018,4,44
6,1,10,65,30,1990,2018,4,44
3,2,95,40,20,2003,2018,4,44
6,1,10,43,20,1900,2018,4,44
8,1,10,79,20,1950,2018,4,44
6,2,10,44,20,1900,2018,5,51
8,1,10,43,20,1977,2018,5,51
8,1,10,24,10,1900,2018,5,51
8,2,10,40,20,1993,2018,5,51
5,1,10,81,20,1951,2018,5,51
5,2,10,89,40,1939,2018,5,51
3,1,10,54,10,1900,2018,5,51
3,1,10,23,10,1900,2018,5,51
5,2,10,74,20,1951,2018,5,51
6,2,10,52,20,1985,2018,5,51
6,2,10,24,20,1900,2018,5,51
1,2,10,29,10,1992,2018,5,51
6,1,10,41,10,1900,2018,5,51
6,2,10,27,10,1900,2018,5,51
11,1,10,28,10,1900,2018,5,51
6,1,10,44,10,1991,2018,5,51
3,2,10,72,20,1950,2018,5,51
9,1,10,20,10,1900,2018,5,51
8,2,10,71,20,1900,2018,5,51
6,2,10,28,10,1900,2018,5,51
10,2,95,46,30,1900,2018,5,51
8,2,10,30,10,2016,2018,5,51
6,2,10,50,30,1900,2018,5,51
11,1,10,32,10,1986,2018,5,51
6,2,10,40,10,1900,2018,5,51
11,1,95,29,10,1900,2018,5,51
8,1,10,42,10,1900,2018,5,51
3,1,10,70,10,1949,2018,5,51
6,1,10,31,10,1900,2018,5,51
8,2,95,56,20,2015,2018,5,51
8,1,10,45,10,2013,2018,5,51
5,2,10,87,30,1900,2018,5,51
4,2,10,68,20,2014,2018,5,51
4,2,10,80,20,2014,2018,5,51
5,2,10,74,10,1900,2018,5,51
8,1,10,33,10,1900,2018,5,51
7,2,10,67,10,1967,2018,5,51
6,2,10,36,10,1900,2018,5,51
8,1,10,69,20,1900,2018,5,51
11,1,10,47,10,1900,2018,5,51
3,1,10,79,20,1900,2018,5,51
5,1,10,89,40,1949,2018,5,51
9,2,10,85,30,1900,2018,5,51
10,2,10,77,40,1900,2018,5,51
6,1,10,21,10,1900,2018,5,51
7,2,10,91,40,1970,2018,5,51
4,2,10,70,20,2014,2018,5,51
6,1,10,35,10,2000,2018,5,51
6,2,10,50,20,1900,2018,5,51
4,2,40,30,20,1900,2018,5,51
8,2,10,32,10,1900,2018,5,51
8,2,10,40,20,1900,2018,5,51
4,1,10,84,20,2008,2018,5,51
8,1,10,82,20,1948,2018,5,51
4,2,10,33,10,2011,2018,5,51
4,1,10,32,10,2015,2018,5,51
5,1,10,28,10,1900,2018,5,51
6,2,10,81,40,1943,2018,5,51
3,1,10,36,10,1900,2018,5,51
4,1,10,67,20,2014,2018,5,51
8,2,10,34,10,1900,2018,5,51
6,2,10,53,10,1900,2018,5,51
3,1,10,43,20,1900,2018,5,51
6,2,10,96,40,1950,2018,5,51
6,2,10,60,20,1981,2018,5,51
1,1,10,33,10,1900,2018,5,51
8,2,10,87,40,1971,2018,5,51
11,2,10,29,10,1900,2018,5,51
6,1,20,57,20,1900,2018,5,51
10,2,10,74,20,1900,2018,5,51
5,2,10,88,40,1934,2018,5,51
8,1,10,29,10,2011,2018,5,51
6,1,10,37,10,1900,2018,5,51
8,2,10,77,30,1991,2018,5,51
4,2,10,45,10,2016,2018,5,51
6,2,10,29,10,1900,2018,5,51
6,1,10,37,10,2011,2018,5,51
8,1,10,33,10,1900,2018,5,51
6,1,10,35,10,1900,2018,5,51
6,1,10,68,30,1997,2018,5,51
10,2,10,62,20,1986,2018,5,51
6,1,95,46,30,1994,2018,5,51
5,1,10,48,10,1900,2018,5,51
3,1,10,91,40,1990,2018,5,51
5,1,10,41,10,1900,2018,5,51
5,2,10,90,40,1949,2018,5,51
6,2,10,82,40,1994,2018,5,51
3,1,10,56,20,1900,2018,5,51
6,2,95,34,10,2006,2018,5,51
6,1,10,31,10,1991,2018,5,51
9,1,10,74,20,1958,2018,5,51
6,1,40,22,10,1900,2018,5,51
6,1,10,30,10,1900,2018,5,51
5,2,10,60,30,1960,2018,5,51
6,2,10,32,10,1900,2018,5,51
6,1,10,29,10,1900,2018,5,51
5,2,10,94,40,1949,2018,5,51
6,1,10,37,10,1900,2018,5,51
6,1,10,52,20,1900,2018,5,51
6,1,20,22,10,1900,2018,5,51
6,2,10,21,10,1900,2018,5,51
6,1,10,47,10,1997,2018,5,51
7,1,10,81,40,1950,2018,5,51
5,1,10,37,10,1900,2018,5,51
3,1,10,28,10,1900,2018,5,51
3,2,40,46,40,1900,2018,5,51
5,2,10,93,40,1934,2018,5,51
6,1,95,50,30,1998,2018,5,51
11,2,10,67,20,1990,2018,5,51
8,2,10,32,10,1900,2018,5,51
8,1,10,67,20,2014,2018,5,51
6,1,10,40,10,1900,2018,5,51
3,1,20,41,30,1900,2018,5,51
3,2,10,88,40,1900,2018,5,51
6,2,10,65,10,1900,2018,5,51
8,2,20,35,10,1900,2018,5,51
6,2,10,79,40,1954,2018,5,51
4,2,10,39,20,2008,2018,5,51
3,2,10,22,10,1900,2018,5,51
6,2,10,39,10,1990,2018,5,51
3,2,10,20,10,2007,2018,5,51
1,2,10,52,30,1993,2018,5,51
3,2,10,29,10,1900,2018,5,51
8,1,10,35,10,1984,2018,5,51
6,1,20,26,10,1900,2018,5,51
10,1,10,68,20,1900,2018,5,51
3,2,20,60,40,1900,2018,5,51
6,1,10,50,10,1900,2018,5,51
8,1,40,68,20,1900,2018,5,51
6,1,20,37,20,1900,2018,5,51
8,1,10,34,10,1900,2018,5,51
3,1,10,77,10,1956,2018,5,51
8,2,95,66,20,2009,2018,5,51
10,1,40,85,40,1949,2018,5,51
6,2,20,44,20,1900,2018,5,51
5,2,40,76,10,1950,2018,5,51
3,2,20,47,20,1900,2018,5,51
4,1,10,38,20,2011,2018,5,51
6,2,10,50,10,1973,2018,5,51
10,2,10,44,10,1900,2018,5,51
5,1,10,89,30,1976,2018,5,51
9,1,10,50,10,1900,2018,5,51
8,1,10,33,10,2016,2018,5,51
8,2,10,31,10,1900,2018,5,51
5,2,10,75,40,1900,2018,5,51
6,2,10,44,20,1900,2018,5,51
3,2,10,52,10,1900,2018,5,51
5,2,10,89,40,1971,2018,5,51
6,1,10,22,10,1900,2018,5,51
6,2,10,21,10,1900,2018,5,51
3,1,10,86,40,1900,2018,5,51
3,2,10,60,20,1974,2018,5,51
6,2,10,32,10,1900,2018,5,51
5,2,10,94,40,1948,2018,5,51
7,1,10,87,20,1950,2018,5,51
9,1,10,39,10,1900,2018,5,51
6,2,10,59,20,1961,2018,5,51
4,2,10,74,20,1986,2018,5,51
4,1,10,58,20,1997,2018,5,51
5,2,10,87,40,1949,2018,5,51
5,2,95,97,40,2012,2018,5,51
5,2,10,45,30,1900,2018,5,51
7,1,10,88,20,1990,2018,5,51
5,2,10,89,20,1951,2018,5,51
6,1,10,57,20,1900,2018,5,51
4,2,10,56,20,1999,2018,5,51
7,2,10,92,40,1951,2018,5,52
6,1,10,25,10,2015,2018,5,52
6,1,10,22,10,2007,2018,5,52
6,1,10,61,30,1900,2018,5,52
6,1,10,47,30,1900,2018,5,52
6,1,10,36,10,1900,2018,5,52
10,2,10,89,40,1949,2018,5,52
5,2,10,44,20,1900,2018,5,52
1,1,10,66,20,1957,2018,5,52
1,2,10,63,20,1993,2018,5,52
1,2,10,45,20,1900,2018,5,52
1,2,10,68,30,1970,2018,5,52
5,2,10,97,40,1970,2018,5,52
3,1,10,35,20,1900,2018,5,52
6,1,10,37,10,1900,2018,5,52
6,2,10,33,20,1900,2018,5,52
6,2,10,92,40,1992,2018,5,52
1,1,10,23,20,1900,2018,5,52
6,2,10,34,10,1900,2018,5,52
5,2,10,92,40,1951,2018,5,52
6,2,10,25,10,1900,2018,5,52
4,1,10,50,20,2005,2018,5,52
4,2,95,41,30,1999,2018,5,52
11,2,40,23,10,1900,2018,5,52
3,1,10,24,10,2016,2018,5,52
10,1,10,51,20,1900,2018,5,52
6,1,10,58,20,1900,2018,5,52
5,1,10,35,10,1900,2018,5,52
10,2,10,98,40,1972,2018,5,52
10,2,10,33,10,1900,2018,5,52
3,1,10,33,20,1900,2018,5,52
6,1,10,64,20,1900,2018,5,52
9,2,10,95,40,1946,2018,5,52
6,1,10,31,20,1900,2018,5,52
11,2,10,93,40,2013,2018,5,52
3,2,10,26,20,1900,2018,5,52
3,2,10,22,10,1900,2018,5,52
10,2,10,76,20,1949,2018,5,52
5,1,10,30,10,1900,2018,5,52
10,1,10,25,10,1900,2018,5,52
3,2,10,28,10,1900,2018,5,52
6,1,10,22,10,1900,2018,5,52
6,2,10,33,20,1900,2018,5,52
5,1,10,68,40,1900,2018,5,52
10,1,10,54,20,1900,2018,5,52
6,2,10,24,20,1900,2018,5,52
6,1,10,20,20,1900,2018,5,52
4,1,10,76,30,2016,2018,5,52
6,1,10,31,10,1900,2018,5,52
3,2,10,37,20,1900,2018,5,52
8,1,10,46,10,1992,2018,5,52
6,2,10,27,10,1900,2018,5,52
10,1,10,57,20,1900,2018,5,52
8,2,10,31,20,1900,2018,5,52
5,2,10,84,20,1949,2018,5,52
8,1,10,25,10,1900,2018,5,52
10,2,10,56,30,1900,2018,5,52
5,2,10,97,40,1950,2018,5,52
6,1,95,27,10,2011,2018,5,52
6,1,10,28,10,1900,2018,5,52
11,1,10,94,20,1935,2018,5,52
6,1,10,53,20,1900,2018,5,52
5,1,10,43,10,1900,2018,5,52
6,1,10,36,10,1900,2018,5,52
8,1,10,36,20,1900,2018,5,52
6,1,10,50,30,1900,2018,5,52
5,1,10,77,30,1900,2018,5,52
8,1,10,42,10,1994,2018,5,52
8,1,10,31,20,1900,2018,5,52
3,2,10,63,20,1900,2018,5,52
6,1,10,28,10,1900,2018,5,52
6,1,10,42,30,1900,2018,5,52
8,1,10,66,20,1900,2018,5,52
6,2,10,35,10,2016,2018,5,52
3,2,40,53,20,1900,2018,5,52
5,2,10,88,40,1957,2018,5,52
3,2,10,37,20,1900,2018,5,52
3,2,10,65,20,1900,2018,5,52
4,1,95,49,30,1900,2018,5,52
3,1,10,48,20,1900,2018,5,52
5,1,95,30,10,1992,2018,5,52
3,2,10,90,40,1900,2018,5,52
3,1,10,72,10,1949,2018,5,52
6,2,10,59,30,1900,2018,5,52
6,1,10,74,20,1950,2018,5,52
5,2,10,82,20,1948,2018,5,52
5,1,10,69,20,1990,2018,5,52
3,2,10,65,30,1900,2018,5,52
5,2,10,83,40,1951,2018,5,52
6,1,10,23,10,1900,2018,5,52
7,1,10,88,20,1950,2018,5,52
5,1,10,59,10,1994,2018,5,52
6,1,10,50,30,1900,2018,5,52
3,1,10,63,20,1900,2018,5,53
7,2,10,87,40,1968,2018,5,53
7,2,10,89,40,1950,2018,5,53
6,2,10,49,20,1900,2018,5,53
6,2,95,31,30,2015,2018,5,53
6,1,10,56,30,1900,2018,5,53
6,2,95,49,20,2001,2018,5,53
6,2,95,28,10,2010,2018,5,53
8,2,95,37,20,2006,2018,5,53
4,1,10,81,20,2012,2018,5,53
3,1,10,28,10,1900,2018,5,53
8,2,10,70,20,2006,2018,5,53
5,1,10,89,20,1949,2018,5,53
5,2,10,92,40,1950,2018,5,53
6,2,10,47,20,1900,2018,5,53
3,1,10,20,10,1900,2018,5,53
3,2,10,80,30,2000,2018,5,53
6,1,10,24,10,2000,2018,5,53
6,1,95,51,20,2002,2018,5,53
3,2,95,40,30,1900,2018,5,53
3,1,10,74,20,1995,2018,5,53
6,2,10,26,20,1900,2018,5,53
3,1,10,49,20,1900,2018,5,53
6,1,10,28,10,2006,2018,5,53
10,2,10,33,20,2015,2018,5,53
6,2,10,26,10,1900,2018,5,53
6,2,95,61,40,2001,2018,5,53
6,2,95,47,20,2000,2018,5,53
6,2,95,41,20,1996,2018,5,53
8,1,10,45,20,2002,2018,5,53
6,1,95,25,10,2002,2018,5,53
8,2,95,21,10,1900,2018,5,53
6,1,10,29,30,1900,2018,5,53
3,2,10,38,20,1900,2018,5,53
6,2,10,59,10,1900,2018,5,53
6,2,95,62,30,1999,2018,5,53
6,1,10,63,10,1900,2018,5,53
11,2,10,80,40,1970,2018,5,53
6,1,40,21,10,1900,2018,5,53
6,2,10,42,20,1900,2018,5,53
7,2,10,90,40,1939,2018,5,53
9,1,95,39,10,1997,2018,5,53
6,2,60,29,10,1900,2018,5,53
6,1,10,69,30,2003,2018,5,53
6,1,10,57,10,1900,2018,5,53
6,1,10,40,30,1900,2018,5,53
4,2,10,84,40,1997,2018,5,53
3,2,10,77,40,1974,2018,5,53
6,1,10,43,10,1900,2018,5,53
11,2,40,48,10,1900,2018,5,53
6,1,10,45,20,1900,2018,5,53
5,1,10,77,20,1948,2018,5,53
5,2,10,50,30,1900,2018,5,53
5,2,10,74,10,1900,2018,5,53
3,2,10,81,20,1995,2018,5,53
3,2,10,83,40,1951,2018,5,53
6,1,10,29,10,1900,2018,5,53
3,2,10,68,30,2000,2018,5,53
3,2,10,34,10,1993,2018,5,53
6,1,10,30,10,1900,2018,5,53
3,1,10,45,10,1900,2018,5,53
4,2,10,45,20,2004,2018,5,53
8,2,10,83,20,1954,2018,5,53
6,2,10,66,30,1962,2018,5,53
6,1,10,53,30,1900,2018,5,53
4,1,10,59,30,2015,2018,5,53
5,2,10,79,40,1900,2018,5,53
3,1,10,69,30,1949,2018,5,53
9,1,10,39,10,1900,2018,5,53
10,1,10,42,20,1983,2018,5,53
3,1,10,24,10,1900,2018,5,53
6,2,10,71,30,1957,2018,5,53
3,1,10,59,20,1900,2018,5,53
8,2,10,58,10,1900,2018,5,53
6,1,95,48,20,2001,2018,5,53
8,2,10,78,20,2000,2018,5,53
11,2,10,38,10,1900,2018,5,53
6,2,10,29,10,1900,2018,5,53
6,2,95,42,30,2000,2018,5,53
6,1,10,23,10,1999,2018,5,53
9,1,10,35,30,2001,2018,5,53
6,2,95,20,10,1999,2018,5,53
8,1,10,44,20,1900,2018,5,53
3,2,10,41,10,1900,2018,5,53
6,1,10,45,30,1900,2018,5,53
3,2,10,20,10,1900,2018,5,53
3,2,10,45,30,1900,2018,5,53
8,2,10,31,20,1990,2018,5,53
3,1,10,75,20,1951,2018,5,53
3,1,10,63,20,1968,2018,5,53
6,1,10,59,10,1992,2018,5,53
6,1,10,26,10,1997,2018,5,53
10,2,10,62,20,1996,2018,5,53
6,1,10,20,10,1900,2018,5,53
9,1,10,58,20,1900,2018,5,53
7,1,10,77,30,1994,2018,5,53
5,2,10,86,40,1997,2018,5,53
3,2,10,48,30,1900,2018,5,53
6,2,10,57,30,1968,2018,5,53
5,2,10,79,20,1958,2018,5,53
6,2,10,78,30,1993,2018,5,53
6,2,10,55,30,1900,2018,5,53
3,2,10,61,20,1900,2018,5,53
1,2,10,64,40,2008,2018,5,53
10,2,10,37,20,1900,2018,5,53
3,2,10,24,10,1900,2018,5,53
3,2,10,36,30,1900,2018,5,53
4,2,10,85,40,1973,2018,5,53
6,1,10,40,10,1900,2018,5,53
6,1,94,22,10,1900,2018,5,53
3,2,10,20,10,1900,2018,5,53
